pair_id,sequence_length_a,sequence_length_b,max_local_alignment_score
130,128,128,57
131,128,128,51
132,128,128,58
133,128,128,57
134,128,128,56
135,128,128,58
136,128,128,72
137,128,128,50
138,128,128,53
139,128,128,62
140,128,128,56
141,128,128,67
142,128,128,62
143,128,128,53
144,128,128,69
145,128,128,63
146,128,128,58
147,128,128,66
148,128,128,74
149,128,128,52
150,128,128,66
151,128,128,51
152,128,128,56
153,128,128,57
154,128,128,64
155,128,128,55
156,128,128,64
157,128,128,47
158,128,128,61
159,128,128,61
160,128,128,62
161,128,128,61
162,128,128,60
163,128,128,61
164,128,128,61
165,128,128,49
166,128,128,64
167,128,128,71
168,128,128,64
169,128,128,63
170,128,128,52
171,128,128,62
172,128,128,56
173,128,128,80
174,128,128,50
175,128,128,52
176,128,128,53
177,128,128,58
178,128,128,56
179,128,128,63
180,128,128,52
181,128,128,63
182,128,128,53
183,128,128,46
184,128,128,61
185,128,128,61
186,128,128,64
187,128,128,56
188,128,128,51
189,128,128,57
190,128,128,56
191,128,128,57
192,128,128,61
193,128,128,54
194,128,128,53
195,128,128,47
196,128,128,61
197,128,128,49
198,128,128,55
199,128,128,57
200,128,128,59
201,128,128,54
202,128,128,51
203,128,128,50
204,128,128,53
205,128,128,53
206,128,128,42
207,128,128,50
208,128,128,50
209,128,128,58
210,128,128,58
211,128,128,66
212,128,128,46
213,128,128,70
214,128,128,65
215,128,128,62
216,128,128,58
217,128,128,59
218,128,128,57
219,128,128,57
220,128,128,68
221,128,128,71
222,128,128,70
223,128,128,53
224,128,128,53
225,128,128,53
226,128,128,55
227,128,128,53
228,128,128,58
229,128,128,56
230,128,128,75
231,128,128,49
232,128,128,56
233,128,128,58
234,128,128,57
235,128,128,62
236,128,128,52
237,128,128,57
238,128,128,66
239,128,128,49
240,128,128,63
241,128,128,52
242,128,128,63
243,128,128,53
244,128,128,63
245,128,128,65
246,128,128,57
247,128,128,59
248,128,128,58
249,128,128,61
250,128,128,54
251,128,128,65
252,128,128,52
253,128,128,63
254,128,128,70
255,128,128,54
256,128,128,50
257,128,128,57
258,128,128,65
259,128,128,67
260,128,128,65
261,128,128,57
262,128,128,66
263,128,128,54
264,128,128,48
265,128,128,57
266,128,128,54
267,128,128,69
268,128,128,61
269,128,128,64
270,128,128,66
271,128,128,57
272,128,128,56
273,128,128,49
274,128,128,65
275,128,128,64
276,128,128,64
277,128,128,70
278,128,128,59
279,128,128,53
280,128,128,67
281,128,128,62
282,128,128,67
283,128,128,58
284,128,128,68
285,128,128,63
286,128,128,61
287,128,128,61
288,128,128,61
289,128,128,66
290,128,128,65
291,128,128,54
292,128,128,66
293,128,128,61
294,128,128,73
295,128,128,66
296,128,128,67
297,128,128,56
298,128,128,59
299,128,128,57
300,128,128,63
301,128,128,60
302,128,128,58
303,128,128,60
304,128,128,60
305,128,128,53
306,128,128,62
307,128,128,59
308,128,128,52
309,128,128,65
310,128,128,55
311,128,128,61
312,128,128,67
313,128,128,63
314,128,128,54
315,128,128,72
316,128,128,60
317,128,128,55
318,128,128,61
319,128,128,70
320,128,128,62
321,128,128,59
322,128,128,66
323,128,128,61
324,128,128,52
325,128,128,55
326,128,128,52
327,128,128,65
328,128,128,56
329,128,128,57
330,128,128,59
331,128,128,58
332,128,128,63
333,128,128,62
334,128,128,56
335,128,128,64
336,128,128,51
337,128,128,68
338,128,128,64
339,128,128,56
340,128,128,66
341,128,128,67
342,128,128,61
343,128,128,50
344,128,128,55
345,128,128,66
346,128,128,64
347,128,128,69
348,128,128,63
349,128,128,62
350,128,128,49
351,128,128,65
352,128,128,75
353,128,128,60
354,128,128,64
355,128,128,60
356,128,128,68
357,128,128,52
358,128,128,59
359,128,128,61
360,128,128,55
361,128,128,44
362,128,128,53
363,128,128,60
364,128,128,57
365,128,128,60
366,128,128,52
367,128,128,57
368,128,128,53
369,128,128,57
370,128,128,68
371,128,128,70
372,128,128,58
373,128,128,61
374,128,128,54
375,128,128,60
376,128,128,68
377,128,128,56
378,128,128,62
379,128,128,65
380,128,128,55
381,128,128,78
382,128,128,65
383,128,128,49
384,128,128,51
385,128,128,63
386,128,128,57
387,128,128,60
388,128,128,62
389,128,128,54
390,128,128,56
391,128,128,60
392,128,128,56
393,128,128,63
394,128,128,59
395,128,128,55
396,128,128,55
397,128,128,58
398,128,128,66
399,128,128,51
400,128,128,68
401,128,128,56
402,128,128,51
403,128,128,49
404,128,128,62
405,128,128,65
406,128,128,56
407,128,128,61
408,128,128,57
409,128,128,59
410,128,128,61
411,128,128,56
412,128,128,49
413,128,128,48
414,128,128,55
415,128,128,55
416,128,128,59
417,128,128,56
418,128,128,62
419,128,128,60
420,128,128,63
421,128,128,61
422,128,128,54
423,128,128,49
424,128,128,69
425,128,128,50
426,128,128,59
427,128,128,63
428,128,128,63
429,128,128,48
430,128,128,52
431,128,128,62
432,128,128,52
433,128,128,60
434,128,128,47
435,128,128,60
436,128,128,55
437,128,128,50
438,128,128,69
439,128,128,71
440,128,128,56
441,128,128,62
442,128,128,68
443,128,128,49
444,128,128,58
445,128,128,50
446,128,128,47
447,128,128,63
448,128,128,57
449,128,128,57
450,128,128,60
451,128,128,62
452,128,128,53
453,128,128,51
454,128,128,62
455,128,128,60
456,128,128,53
457,128,128,58
458,128,128,60
459,128,128,66
460,128,128,52
461,128,128,66
462,128,128,62
463,128,128,57
464,128,128,71
465,128,128,54
466,128,128,59
467,128,128,65
468,128,128,53
469,128,128,68
470,128,128,59
471,128,128,68
472,128,128,65
473,128,128,62
474,128,128,61
475,128,128,55
476,128,128,51
477,128,128,42
478,128,128,62
479,128,128,59
480,128,128,60
481,128,128,64
482,128,128,61
483,128,128,58
484,128,128,70
485,128,128,53
486,128,128,59
487,128,128,67
488,128,128,54
489,128,128,62
490,128,128,60
491,128,128,50
492,128,128,56
493,128,128,58
494,128,128,54
495,128,128,58
496,128,128,56
497,128,128,56
498,128,128,52
499,128,128,59
500,128,128,67
501,128,128,52
502,128,128,57
503,128,128,68
504,128,128,61
505,128,128,60
506,128,128,56
507,128,128,60
508,128,128,52
509,128,128,50
510,128,128,58
511,128,128,57
512,128,128,59
513,128,128,63
514,128,128,59
515,128,128,63
516,128,128,62
517,128,128,58
518,128,128,53
519,128,128,55
520,128,128,59
521,128,128,68
522,128,128,43
523,128,128,52
524,128,128,57
525,128,128,56
526,128,128,54
527,128,128,62
528,128,128,65
529,128,128,52
530,128,128,64
531,128,128,48
532,128,128,54
533,128,128,43
534,128,128,67
535,128,128,60
536,128,128,51
537,128,128,60
538,128,128,56
539,128,128,55
540,128,128,56
541,128,128,53
542,128,128,60
543,128,128,62
544,128,128,63
545,128,128,56
546,128,128,49
547,128,128,52
548,128,128,57
549,128,128,56
550,128,128,61
551,128,128,64
552,128,128,58
553,128,128,61
554,128,128,48
555,128,128,55
556,128,128,48
557,128,128,63
558,128,128,57
559,128,128,62
560,128,128,49
561,128,128,51
562,128,128,47
563,128,128,66
564,128,128,57
565,128,128,60
566,128,128,56
567,128,128,68
568,128,128,70
569,128,128,59
570,128,128,72
571,128,128,46
572,128,128,59
573,128,128,63
574,128,128,63
575,128,128,52
576,128,128,63
577,128,128,60
578,128,128,62
579,128,128,46
580,128,128,63
581,128,128,63
582,128,128,58
583,128,128,54
584,128,128,59
585,128,128,61
586,128,128,57
587,128,128,58
588,128,128,61
589,128,128,50
590,128,128,51
591,128,128,63
592,128,128,56
593,128,128,62
594,128,128,56
595,128,128,61
596,128,128,58
597,128,128,63
598,128,128,63
599,128,128,59
600,128,128,59
601,128,128,63
602,128,128,57
603,128,128,56
604,128,128,50
605,128,128,68
606,128,128,61
607,128,128,63
608,128,128,58
609,128,128,63
610,128,128,64
611,128,128,65
612,128,128,60
613,128,128,54
614,128,128,57
615,128,128,66
616,128,128,62
617,128,128,59
618,128,128,56
619,128,128,59
620,128,128,59
621,128,128,53
622,128,128,59
623,128,128,57
624,128,128,51
625,128,128,63
626,128,128,62
627,128,128,64
628,128,128,56
629,128,128,59
630,128,128,56
631,128,128,62
632,128,128,65
633,128,128,58
634,128,128,63
635,128,128,59
636,128,128,50
637,128,128,69
638,128,128,52
639,128,128,60
640,128,128,64
641,128,128,61
642,128,128,73
643,128,128,48
644,128,128,66
645,128,128,52
646,128,128,48
647,128,128,64
648,128,128,52
649,128,128,61
650,128,128,56
651,128,128,59
652,128,128,59
653,128,128,56
654,128,128,54
655,128,128,58
656,128,128,57
657,128,128,64
658,128,128,51
659,128,128,63
660,128,128,69
661,128,128,57
662,128,128,56
663,128,128,52
664,128,128,66
665,128,128,56
666,128,128,49
667,128,128,58
668,128,128,59
669,128,128,50
670,128,128,54
671,128,128,76
672,128,128,64
673,128,128,50
674,128,128,45
675,128,128,58
676,128,128,60
677,128,128,76
678,128,128,66
679,128,128,58
680,128,128,56
681,128,128,61
682,128,128,58
683,128,128,53
684,128,128,66
685,128,128,62
686,128,128,67
687,128,128,63
688,128,128,64
689,128,128,63
690,128,128,56
691,128,128,60
692,128,128,44
693,128,128,64
694,128,128,47
695,128,128,59
696,128,128,57
697,128,128,59
698,128,128,58
699,128,128,57
700,128,128,60
701,128,128,61
702,128,128,54
703,128,128,59
704,128,128,61
705,128,128,59
706,128,128,60
707,128,128,76
708,128,128,59
709,128,128,53
710,128,128,58
711,128,128,50
712,128,128,64
713,128,128,43
714,128,128,65
715,128,128,57
716,128,128,58
717,128,128,63
718,128,128,61
719,128,128,61
720,128,128,62
721,128,128,65
722,128,128,54
723,128,128,57
724,128,128,58
725,128,128,52
726,128,128,59
727,128,128,58
728,128,128,49
729,128,128,50
730,128,128,56
731,128,128,58
732,128,128,49
733,128,128,49
734,128,128,60
735,128,128,55
736,128,128,60
737,128,128,69
738,128,128,59
739,128,128,61
740,128,128,61
741,128,128,58
742,128,128,59
743,128,128,53
744,128,128,53
745,128,128,65
746,128,128,61
747,128,128,55
748,128,128,48
749,128,128,58
750,128,128,50
751,128,128,53
752,128,128,65
753,128,128,63
754,128,128,65
755,128,128,68
756,128,128,53
757,128,128,57
758,128,128,61
759,128,128,59
760,128,128,67
761,128,128,56
762,128,128,54
763,128,128,70
764,128,128,53
765,128,128,57
766,128,128,60
767,128,128,51
768,128,128,55
769,128,128,54
770,128,128,70
771,128,128,63
772,128,128,54
773,128,128,79
774,128,128,53
775,128,128,60
776,128,128,58
777,128,128,58
778,128,128,68
779,128,128,58
780,128,128,68
781,128,128,62
782,128,128,60
783,128,128,64
784,128,128,59
785,128,128,66
786,128,128,53
787,128,128,58
788,128,128,70
789,128,128,58
790,128,128,71
791,128,128,63
792,128,128,66
793,128,128,42
794,128,128,59
795,128,128,71
796,128,128,54
797,128,128,58
798,128,128,52
799,128,128,70
800,128,128,56
801,128,128,68
802,128,128,61
803,128,128,61
804,128,128,54
805,128,128,50
806,128,128,57
807,128,128,47
808,128,128,53
809,128,128,59
810,128,128,69
811,128,128,49
812,128,128,60
813,128,128,56
814,128,128,57
815,128,128,58
816,128,128,64
817,128,128,62
818,128,128,64
819,128,128,61
820,128,128,48
821,128,128,58
822,128,128,46
823,128,128,55
824,128,128,58
825,128,128,59
826,128,128,47
827,128,128,53
828,128,128,55
829,128,128,65
830,128,128,56
831,128,128,69
832,128,128,64
833,128,128,50
834,128,128,70
835,128,128,66
836,128,128,56
837,128,128,67
838,128,128,62
839,128,128,69
840,128,128,51
841,128,128,56
842,128,128,56
843,128,128,44
844,128,128,52
845,128,128,65
846,128,128,55
847,128,128,57
848,128,128,63
849,128,128,53
850,128,128,56
851,128,128,60
852,128,128,50
853,128,128,54
854,128,128,59
855,128,128,56
856,128,128,78
857,128,128,61
858,128,128,50
859,128,128,70
860,128,128,61
861,128,128,62
862,128,128,66
863,128,128,56
864,128,128,64
865,128,128,64
866,128,128,51
867,128,128,54
868,128,128,55
869,128,128,57
870,128,128,60
871,128,128,59
872,128,128,71
873,128,128,66
874,128,128,50
875,128,128,64
876,128,128,67
877,128,128,59
878,128,128,54
879,128,128,56
880,128,128,66
881,128,128,60
882,128,128,56
883,128,128,70
884,128,128,64
885,128,128,58
886,128,128,55
887,128,128,57
888,128,128,63
889,128,128,58
890,128,128,56
891,128,128,49
892,128,128,66
893,128,128,65
894,128,128,58
895,128,128,60
896,128,128,53
897,128,128,61
898,128,128,58
899,128,128,58
900,128,128,60
901,128,128,66
902,128,128,62
903,128,128,59
904,128,128,54
905,128,128,50
906,128,128,54
907,128,128,58
908,128,128,63
909,128,128,47
910,128,128,61
911,128,128,58
912,128,128,60
913,128,128,54
914,128,128,60
915,128,128,62
916,128,128,49
917,128,128,56
918,128,128,59
919,128,128,54
920,128,128,46
921,128,128,58
922,128,128,62
923,128,128,59
924,128,128,73
925,128,128,60
926,128,128,58
927,128,128,59
928,128,128,57
929,128,128,62
930,128,128,62
931,128,128,56
932,128,128,62
933,128,128,62
934,128,128,60
935,128,128,58
936,128,128,64
937,128,128,58
938,128,128,60
939,128,128,48
940,128,128,73
941,128,128,60
942,128,128,64
943,128,128,50
944,128,128,52
945,128,128,57
946,128,128,63
947,128,128,61
948,128,128,69
949,128,128,54
950,128,128,67
951,128,128,52
952,128,128,64
953,128,128,57
954,128,128,67
955,128,128,62
956,128,128,51
957,128,128,65
958,128,128,63
959,128,128,64
960,128,128,63
961,128,128,62
962,128,128,60
963,128,128,70
964,128,128,70
965,128,128,59
966,128,128,57
967,128,128,51
968,128,128,56
969,128,128,64
970,128,128,81
971,128,128,60
972,128,128,59
973,128,128,68
974,128,128,59
975,128,128,55
976,128,128,63
977,128,128,71
978,128,128,44
979,128,128,68
980,128,128,58
981,128,128,54
982,128,128,53
983,128,128,59
984,128,128,57
985,128,128,59
986,128,128,54
987,128,128,54
988,128,128,51
989,128,128,53
990,128,128,57
991,128,128,55
992,128,128,67
993,128,128,52
994,128,128,65
995,128,128,63
996,128,128,61
997,128,128,58
998,128,128,53
999,128,128,55
